# time expDrag(X Y Z) totDrag(X Y Z)
0.1024 0.000946650522192489 -2.54915181678524e-06 0.0287330583250521 0.0011755837051846 5.66755370994116e-05 0.0563831773303339
0.1025 0.000946650522192489 -2.54915181678524e-06 0.0287330583250521 0.00103345289580375 3.07934240430691e-05 0.056853324928674
0.1026 -0.000561354079315714 -0.00104290043229613 0.0244419903400109 -0.00166426799987985 -0.00168190896951246 0.0445129953483358
0.1027 -0.000561354079315714 -0.00104290043229613 0.0244419903400109 -0.00147513221006962 -0.00153365191394761 0.0465769822916442
0.1028 -0.000561354079315714 -0.00104290043229613 0.0244419903400109 -0.0013069038306065 -0.00140863671771363 0.0484940981433768
0.1029 -0.000561354079315714 -0.00104290043229613 0.0244419903400109 -0.00115652670986895 -0.00130319625937764 0.0502766520776699
0.103 -0.000561354079315714 -0.00104290043229613 0.0244419903400109 -0.00102104064088638 -0.00121599200386417 0.051935529898209
0.1031 -0.000320654396902301 3.70539424018182e-06 0.0336881254026183 0.000149891254272628 0.000410857864926777 0.0668777849139643
0.1032 -0.000320654396902301 3.70539424018182e-06 0.0336881254026183 0.000150032406052369 0.000305384472469665 0.0667056230654826
0.1033 -0.000320654396902301 3.70539424018182e-06 0.0336881254026183 0.000155783690075379 0.000212590843315008 0.0666936950363693
0.1034 -0.000320654396902301 3.70539424018182e-06 0.0336881254026183 0.000163028642010415 0.000129297502822279 0.0668292503912743
0.1035 -0.000320654396902301 3.70539424018182e-06 0.0336881254026183 0.000169772648398232 5.01891242458651e-05 0.0670979301785844
0.1036 0.000471600717214084 0.00113934794306548 0.0451266517895474 0.000700247453894663 0.00111632491654769 0.0763020111730589
0.1037 0.000471600717214084 0.00113934794306548 0.0451266517895474 0.000655516711951361 0.000927354196340367 0.0758380467687097
0.1038 0.000471600717214084 0.00113934794306548 0.0451266517895474 0.00061903950990426 0.000757844675405253 0.0755728859131967
0.1039 0.000471600717214084 0.00113934794306548 0.0451266517895474 0.000587133136956742 0.000604257703333985 0.0754757990066342
0.104 0.000471600717214084 0.00113934794306548 0.0451266517895474 0.000559701246349877 0.000465377868527066 0.0755212102419463
0.1041 0.000517519884341526 0.000276251443957012 0.0437702929574824 0.000586566144833336 -0.000456833134300611 0.0740797431236865
0.1042 0.000517519884341526 0.000276251443957012 0.0437702929574824 0.000566197312297551 -0.000488039023321521 0.0745580660557243
0.1043 0.000517519884341526 0.000276251443957012 0.0437702929574824 0.000544579183613134 -0.000518979964280341 0.0750931001049104
0.1044 0.000517519884341526 0.000276251443957012 0.0437702929574824 0.000520887870271715 -0.000549169466626266 0.0756721448961748
0.1045 0.000517519884341526 0.000276251443957012 0.0437702929574824 0.000496356712361568 -0.000576289134107945 0.0762810987676516
0.1046 0.00020320838989687 -0.000540032953077806 0.0413074950058639 0.000150953235094398 -0.00113883640490611 0.0747464884291433
0.1047 0.00020320838989687 -0.000540032953077806 0.0413074950058639 0.00016188085660509 -0.00111689051976774 0.0756804007033713
0.1048 0.00020320838989687 -0.000540032953077806 0.0413074950058639 0.000168217267859581 -0.00109860776414842 0.0765774173576865
0.1049 0.00020320838989687 -0.000540032953077806 0.0413074950058639 0.000172207616976064 -0.00108085992725388 0.0774375340120593
0.105 0.00020320838989687 -0.000540032953077806 0.0413074950058639 0.000177037786887798 -0.00106253339058832 0.0782656448659543
0.1051 0.000138230587446504 8.54466489637652e-05 0.04820328315879 0.000201531560637483 3.67462858883011e-05 0.0873244386188514
0.1052 0.000138230587446504 8.54466489637652e-05 0.04820328315879 0.000203291508923636 -5.40242553635859e-05 0.0871404775834133
0.1053 0.000138230587446504 8.54466489637652e-05 0.04820328315879 0.000206685822685032 -0.000129232234459126 0.0870570716637576
0.1054 0.000138230587446504 8.54466489637652e-05 0.04820328315879 0.000210381082889372 -0.000193252750482028 0.0870607764001649
0.1055 0.000138230587446504 8.54466489637652e-05 0.04820328315879 0.000215653078454787 -0.000247252607482761 0.0871382729169999
0.1056 0.000344651103189983 0.000187207320861751 0.0557233661202261 0.000427907562772916 2.02256852495221e-05 0.0942799673025962
0.1057 0.000344651103189983 0.000187207320861751 0.0557233661202261 0.000410983615217074 -3.59989306473474e-05 0.0936636226797136
0.1058 0.000344651103189983 0.000187207320861751 0.0557233661202261 0.000398064048612113 -8.43703687989957e-05 0.0932164470219552
0.1059 0.000344651103189983 0.000187207320861751 0.0557233661202261 0.000386470589076763 -0.000125070449391346 0.0929154156011781
0.106 0.000344651103189983 0.000187207320861751 0.0557233661202261 0.000375515833071167 -0.00015809017870902 0.0927359096804204
0.1061 0.000641980227998534 -0.000814387112828106 0.0512025740520833 0.000878075374483607 -0.0016047195385808 0.0860422208048456
0.1062 0.000641980227998534 -0.000814387112828106 0.0512025740520833 0.000820071595861871 -0.00148810052702232 0.0868151766613887
0.1063 0.000641980227998534 -0.000814387112828106 0.0512025740520833 0.000772314792068742 -0.00138741855421999 0.0875476351883643
0.1064 0.000641980227998534 -0.000814387112828106 0.0512025740520833 0.00073406941149313 -0.00129895701027107 0.0882419054835901
0.1065 0.000641980227998534 -0.000814387112828106 0.0512025740520833 0.000704053227523044 -0.00122045024475756 0.0888992729095587
0.1066 0.00156704423831109 -0.00173913088047939 0.048653035869061 0.00212254761707495 -0.00247591573938671 0.0884814880348824
0.1067 0.00156704423831109 -0.00173913088047939 0.048653035869061 0.00195434742035929 -0.00228287159126502 0.0892315259769755
0.1068 0.00156704423831109 -0.00173913088047939 0.048653035869061 0.00181396268857595 -0.0021172654458971 0.0899262159316744
0.1069 0.00156704423831109 -0.00173913088047939 0.048653035869061 0.00169606428563813 -0.00197440570373793 0.0905716081081138
0.107 0.00156704423831109 -0.00173913088047939 0.048653035869061 0.00159792237981561 -0.00184977478265774 0.091172978248922
0.1071 0.000890342091725553 -0.000183389369045491 0.059909485512768 0.000676395129465546 0.000269097549566763 0.10586815625944
0.1072 0.000890342091725553 -0.000183389369045491 0.059909485512768 0.000698377242236214 0.00015857699055447 0.104807828860802
0.1073 0.000890342091725553 -0.000183389369045491 0.059909485512768 0.000720807298877098 6.32544784770462e-05 0.103928533926724
0.1074 0.000890342091725553 -0.000183389369045491 0.059909485512768 0.000743830274869859 -1.94436855612228e-05 0.103204304655496
0.1075 0.000890342091725553 -0.000183389369045491 0.059909485512768 0.000767785718794079 -8.9699647400728e-05 0.102611326303118
0.1076 -0.000809791482242182 0.00113368149685733 0.0665732788227858 -0.0011930048485082 0.00119960811800633 0.108913215226615
0.1077 -0.000809791482242182 0.00113368149685733 0.0665732788227858 -0.000960508190713071 0.00101177012670158 0.107756291965335
0.1078 -0.000809791482242182 0.00113368149685733 0.0665732788227858 -0.000756246558653553 0.000850017512123658 0.106779148394301
0.1079 -0.000809791482242182 0.00113368149685733 0.0665732788227858 -0.000575287961306736 0.000710434044825295 0.105956822741524
0.108 -0.000809791482242182 0.00113368149685733 0.0665732788227858 -0.000416671233846888 0.000590399703228927 0.105266827486966
0.1081 -0.000302821132161743 0.00033433990128786 0.0568922786900074 0.000419744572614621 -0.000361065793391937 0.0938460335769858
0.1082 -0.000302821132161743 0.00033433990128786 0.0568922786900074 0.000450327500856087 -0.000360325490370094 0.0946026409851104
0.1083 -0.000302821132161743 0.00033433990128786 0.0568922786900074 0.00047524883541308 -0.000356184267501223 0.0952792568664076
0.1084 -0.000302821132161743 0.00033433990128786 0.0568922786900074 0.000495798141441336 -0.00034786684599325 0.0958860107566172
0.1085 -0.000302821132161743 0.00033433990128786 0.0568922786900074 0.000509082553367099 -0.00033422179598985 0.0964295968264532
0.1086 0.0010269445549612 -0.00161342433501605 0.0411435100132094 0.00159248458063478 -0.00253362361807791 0.077564499085216
0.1087 0.0010269445549612 -0.00161342433501605 0.0411435100132094 0.00150227034329931 -0.00228732318482609 0.0802155257931214
0.1088 0.0010269445549612 -0.00161342433501605 0.0411435100132094 0.00141901171632035 -0.00206687312774391 0.0825265915646893
0.1089 0.0010269445549612 -0.00161342433501605 0.0411435100132094 0.0013456577238584 -0.00186994035934963 0.0845432350504467
0.109 0.0010269445549612 -0.00161342433501605 0.0411435100132094 0.00128103979552821 -0.00169342568341802 0.0863019986317876
0.1091 -7.91218620629303e-06 0.000193314598391888 0.0605177165430792 -0.000396833101252571 0.00118420743565845 0.116071681374863
0.1092 -7.91218620629303e-06 0.000193314598391888 0.0605177165430792 -0.000265392473224147 0.00104534801815969 0.11416090457323
0.1093 -7.91218620629303e-06 0.000193314598391888 0.0605177165430792 -0.000150401331308377 0.000928989817826758 0.112502829807111
0.1094 -7.91218620629303e-06 0.000193314598391888 0.0605177165430792 -4.8694013621611e-05 0.000832564082403394 0.111063469552452
0.1095 -7.91218620629303e-06 0.000193314598391888 0.0605177165430792 3.84310637515398e-05 0.000753060061858235 0.109817065262225
0.1096 -0.000303180569722797 0.00147862837428715 0.0761423653466691 -9.1917929321135e-05 0.0019328131916481 0.120169764111773
0.1097 -0.000303180569722797 0.00147862837428715 0.0761423653466691 -2.51192467302172e-05 0.00177930887324007 0.117936984464002
0.1098 -0.000303180569722797 0.00147862837428715 0.0761423653466691 2.75062340741546e-05 0.00164704979706653 0.116006596172066
0.1099 -0.000303180569722797 0.00147862837428715 0.0761423653466691 6.79486173927097e-05 0.00153204954608856 0.11433621443024
0.11 -0.000303180569722797 0.00147862837428715 0.0761423653466691 9.94489771594741e-05 0.00142930498757902 0.112887535973556
0.1101 0.000524721582644317 0.000467778435445102 0.0636794215009875 0.000658014813621979 0.0005072975554645 0.0998523761027108
0.1102 0.000524721582644317 0.000467778435445102 0.0636794215009875 0.000602846263687501 0.000496076878693108 0.100101158431865
0.1103 0.000524721582644317 0.000467778435445102 0.0636794215009875 0.000553855815993278 0.000479664931020736 0.100319217204544
0.1104 0.000524721582644317 0.000467778435445102 0.0636794215009875 0.000512027767553344 0.000460145753233949 0.100505693965903
0.1105 0.000524721582644317 0.000467778435445102 0.0636794215009875 0.000477735184625566 0.000440608220349231 0.100663087174205
0.1106 0.000265765423339697 0.000312110447305906 0.0455233792229777 0.000372521362267578 0.000320677663928025 0.0826074673389975
0.1107 0.000265765423339697 0.000312110447305906 0.0455233792229777 0.000371279117983066 0.000288593246605722 0.0848705114412686
0.1108 0.000265765423339697 0.000312110447305906 0.0455233792229777 0.000370217694513991 0.000264413598599402 0.0868216134069432
0.1109 0.000265765423339697 0.000312110447305906 0.0455233792229777 0.000368947293006937 0.000247757216770578 0.0885003232082457
0.111 0.000265765423339697 0.000312110447305906 0.0455233792229777 0.000367094784135684 0.00023978151084662 0.0899421030606968
0.1111 0.000288613519357046 4.60021043967888e-05 0.0554973921774465 0.00053029465921842 -0.00010648049802563 0.106350277384594
0.1112 0.000288613519357046 4.60021043967888e-05 0.0554973921774465 0.000525138671034509 -5.81303342342443e-05 0.105645847065872
0.1113 0.000288613519357046 4.60021043967888e-05 0.0554973921774465 0.000519706539754198 -1.23999720229184e-05 0.105018992734307
0.1114 0.000288613519357046 4.60021043967888e-05 0.0554973921774465 0.000513317699627743 2.79350013142871e-05 0.104460566571477
0.1115 0.000288613519357046 4.60021043967888e-05 0.0554973921774465 0.000506097363597718 6.2538514669649e-05 0.103966123175408
0.1116 0.000118754795967532 -0.000234423797255159 0.0732456028866188 0.000147253988607095 -0.000179045734456573 0.120778932689978
0.1117 0.000118754795967532 -0.000234423797255159 0.0732456028866188 0.000176701502628475 -0.000125007907249032 0.118405015243005
0.1118 0.000118754795967532 -0.000234423797255159 0.0732456028866188 0.000200712664360537 -7.92926599302002e-05 0.116332035277249
0.1119 0.000118754795967532 -0.000234423797255159 0.0732456028866188 0.000221128017641538 -4.07012927458759e-05 0.114526288689405
0.112 0.000118754795967532 -0.000234423797255159 0.0732456028866188 0.000237251222117066 -6.86039198137398e-06 0.112955168091872
0.1121 0.000517807264987259 -0.000189639460133511 0.0668800042376052 0.000858574182518353 -0.000108444671398693 0.104620448981708
0.1122 0.000517807264987259 -0.000189639460133511 0.0668800042376052 0.000792981553968311 -7.77753676902254e-05 0.10423897634984
0.1123 0.000517807264987259 -0.000189639460133511 0.0668800042376052 0.000736831596073401 -5.20124931577851e-05 0.103903938736884
0.1124 0.000517807264987259 -0.000189639460133511 0.0668800042376052 0.000688476337299089 -2.94269541834335e-05 0.103611110063724
0.1125 0.000517807264987259 -0.000189639460133511 0.0668800042376052 0.000646633866699569 -1.09118893961208e-05 0.103354698086694
0.1126 0.00145873974804595 0.000828462611490872 0.0428560690883443 0.00187706764735539 0.00133913263636254 0.0759615430645496
0.1127 0.00145873974804595 0.000828462611490872 0.0428560690883443 0.00170629180922665 0.00118623412479636 0.0789505868061657
0.1128 0.00145873974804595 0.000828462611490872 0.0428560690883443 0.00155646892018921 0.00105293291588853 0.0815532972736253
0.1129 0.00145873974804595 0.000828462611490872 0.0428560690883443 0.00142446372392512 0.00093919268142896 0.0838169304447389
0.113 0.00145873974804595 0.000828462611490872 0.0428560690883443 0.0013071189889736 0.000846386628288433 0.0857825540647494
0.1131 -0.000122075371302822 0.000136485416111651 0.0515807694508935 -0.00088276851088085 -0.000494759000203269 0.10497318133524
0.1132 -0.000122075371302822 0.000136485416111651 0.0515807694508935 -0.00074824255540327 -0.000405426732223634 0.104415348203506
0.1133 -0.000122075371302822 0.000136485416111651 0.0515807694508935 -0.000639128235520785 -0.000318251505672379 0.1039228103284
0.1134 -0.000122075371302822 0.000136485416111651 0.0515807694508935 -0.000550371285164598 -0.000234449110072954 0.10348415191366
0.1135 -0.000122075371302822 0.000136485416111651 0.0515807694508935 -0.000475695323749585 -0.000155481442386515 0.103094522180031
0.1136 -0.00202039921956884 -0.0004574110779406 0.0807471969276515 -0.00265951304868285 -0.0003766485101126 0.133077578727182
0.1137 -0.00202039921956884 -0.0004574110779406 0.0807471969276515 -0.00235883098396531 -0.000247134785428102 0.129298439048013
0.1138 -0.00202039921956884 -0.0004574110779406 0.0807471969276515 -0.0020940360903485 -0.000131844898843885 0.126006974778158
0.1139 -0.00202039921956884 -0.0004574110779406 0.0807471969276515 -0.00186117870949612 -3.33557249534676e-05 0.123140046182933
0.114 -0.00202039921956884 -0.0004574110779406 0.0807471969276515 -0.001655741616676 4.6483510349953e-05 0.120641474795169
0.1141 -0.000395672423724586 -0.000427911273052702 0.0768012236649548 0.000452483454272539 -0.000129210217420637 0.114164302148236
0.1142 -0.000395672423724586 -0.000427911273052702 0.0768012236649548 0.00040476408921331 -5.7304111366336e-05 0.112757321484881
0.1143 -0.000395672423724586 -0.000427911273052702 0.0768012236649548 0.000365747959483233 -2.78865107930699e-06 0.111527685578855
0.1144 -0.000395672423724586 -0.000427911273052702 0.0768012236649548 0.000334395045201955 3.70346712768081e-05 0.11045226213363
0.1145 -0.000395672423724586 -0.000427911273052702 0.0768012236649548 0.000309802586316663 6.37732520981842e-05 0.109512495113196
0.1146 0.00151798294674112 -0.00249174426094496 0.051051928414493 0.00217211621037446 -0.00353135782636468 0.0849404448253338
0.1147 0.00151798294674112 -0.00249174426094496 0.051051928414493 0.00194346894340053 -0.00315510282020941 0.0869820584690542
0.1148 0.00151798294674112 -0.00249174426094496 0.051051928414493 0.00174341675539276 -0.00283951517177712 0.0887641450928951
0.1149 0.00151798294674112 -0.00249174426094496 0.051051928414493 0.00156623121961839 -0.00257546428115379 0.0903148623055839
0.115 0.00151798294674112 -0.00249174426094496 0.051051928414493 0.0014078888396793 -0.00235332612908975 0.0916619920765611
0.1151 0.00282720416036846 -0.00152836911982456 0.0447536867611949 0.00349552651886345 -0.00112650117767029 0.0894916647443317
0.1152 0.00282720416036846 -0.00152836911982456 0.0447536867611949 0.00315842818307044 -0.00109634456175948 0.090880585597747
0.1153 0.00282720416036846 -0.00152836911982456 0.0447536867611949 0.00287211741735142 -0.00106697200094389 0.0920782446133162
0.1154 0.00282720416036846 -0.00152836911982456 0.0447536867611949 0.00262670406855396 -0.00103564531079888 0.0931102802266073
0.1155 0.00282720416036846 -0.00152836911982456 0.0447536867611949 0.00241692596191927 -0.0010019970907724 0.093997994432359
0.1156 -0.000557058248600436 0.00292078585489074 0.0747578632182675 -0.00218511026647354 0.00463559147989363 0.132962580438609
0.1157 -0.000557058248600436 0.00292078585489074 0.0747578632182675 -0.00186048162751246 0.00410221748495027 0.12922979143366
0.1158 -0.000557058248600436 0.00292078585489074 0.0747578632182675 -0.00157925562435284 0.00364673862555195 0.125973016177273
0.1159 -0.000557058248600436 0.00292078585489074 0.0747578632182675 -0.00133819870975031 0.00325546722039038 0.123131601375248
0.116 -0.000557058248600436 0.00292078585489074 0.0747578632182675 -0.0011318821862 0.00291584674714346 0.120653368455682
0.1161 -0.00209307652297073 0.0022421527685106 0.0837575872423213 -0.00206161675002374 0.00153447497581756 0.124577733301617
0.1162 -0.00209307652297073 0.0022421527685106 0.0837575872423213 -0.00181899420317022 0.00141549664656433 0.121987390754729
0.1163 -0.00209307652297073 0.0022421527685106 0.0837575872423213 -0.00160847954572259 0.00130658171027181 0.119742263181892
0.1164 -0.00209307652297073 0.0022421527685106 0.0837575872423213 -0.0014276627412595 0.00120840911267603 0.117798155212419
0.1165 -0.00209307652297073 0.0022421527685106 0.0837575872423213 -0.00127158612066084 0.00111968995657301 0.116110397240901
0.1166 0.000998140320140774 -0.000622583761134023 0.0541467411514778 0.00212455056051286 -0.00136896592475507 0.0841502757508471
0.1167 0.000998140320140774 -0.000622583761134023 0.0541467411514778 0.00188235475893648 -0.0011874873201075 0.0863840758873108
0.1168 0.000998140320140774 -0.000622583761134023 0.0541467411514778 0.00167785957748828 -0.00102924342224148 0.0883349789986129
0.1169 0.000998140320140774 -0.000622583761134023 0.0541467411514778 0.00150698571138812 -0.000890527804398352 0.0900313589972535
0.117 0.000998140320140774 -0.000622583761134023 0.0541467411514778 0.00136529685792358 -0.000765140066402674 0.0914997218896648
0.1171 0.000957761657556893 0.000424961125080219 0.0416480102908427 0.000522088497692396 0.0014169619025918 0.0859632908704164
0.1172 0.000957761657556893 0.000424961125080219 0.0416480102908427 0.000523443910721436 0.00127588044634359 0.0878060865195212
